baitID	oeID	naive	day1	day3	day5	day7	day10	day14	primed	DE	NE	dtw_trans_cl3	dtw_trans_cl4	dtw_trans_cl5	dtw_trans_cl6	dtw_trans_cl7	dtw_trans_cl8
5163	5228	0	1.18871152264834	0	2.35791074781196	0	0	0	0	0	0	2	2	5	5	4	8
5219	5233	0	0	0.664697353050322	2.79020712776527	2.31384234366134	1.48568179543881	1.82626740329294	0.812213146460894	0	1.70516472273373	2	2	4	6	1	3
5243	5236	2.317492918607	0.426386010631831	0.739195703002465	1.22172988038352	0.427355972523236	0.872867758381796	1.51313595849403	0.435680157996933	0.785301401824385	0.665110751783685	3	3	1	4	7	1
5329	5236	0	2.08269410554264	0	0.837400849416066	2.72892605441495	0	0	0.885612790286865	0	0.705801377064564	2	2	5	5	4	8
5370	5290	0	0	2.17571543430749	0	1.00409484899828	0	0	0	2.5538055193291	1.58613373844507	2	1	5	5	4	4
5370	5296	2.58076253132251	1.6719317354517	0	0.979098861380856	1.00918822233072	0	0	0	2.53096312399628	0	1	2	5	4	3	6
5278	5328	0	1.17262600449901	1.81075840443834	2.62143321411844	1.22749693608404	1.78972631338725	1.18502191828896	1.86136495022942	0	1.10022370491918	1	3	4	1	1	2
5367	5401	0	0.918664483358453	1.88866346144904	2.76484466514882	0	0.88013620508583	0	0	1.43887650343172	0	2	2	5	5	4	8
5465	5531	1.53964406295554	2.20442778091905	0.572725847893689	1.35299231203754	0	1.29647332777902	1.50944548877712	1.45686658939424	2.63117025015941	1.24370410680748	3	3	1	4	2	1
5595	5651	0	2.00322920288171	2.20110888249768	0.803333252848115	1.97001151408829	2.87784407607864	1.47077084748766	1.97735826021581	0	1.24628462311343	3	3	4	3	1	2
5610	5651	2.09729436634802	0.821785580503619	2.82445052979448	1.84694774546245	2.07661679963988	2.29522104061244	1.70423390817792	2.38758274454818	1.97017223589443	2.64350155970369	3	3	2	3	6	5
5595	5652	1.08074077605295	0.915226367383544	2.45825231072851	1.46663222834063	0.881237223318512	0.883865323528318	1.47156213250914	0.872338862368223	1.86003795542139	0	3	3	1	3	7	1
5610	5652	1.01821197918731	0.831451757422098	1.64204942378102	2.43325298005231	1.65547470430003	0	1.7095099875761	1.6369156385172	0.895401829520112	0.825854818349499	3	3	3	4	3	2
5610	5653	1.02262618417308	2.21975393205003	0	0.806982765538375	2.40780513069137	0	2.16023244353411	0	1.99115492874775	0.839743331177878	2	1	3	6	2	2
5612	5653	1.07185439252862	1.04999353402159	1.06194097384452	0.967952716330855	1.12695235864766	2.18899461236206	1.04514755856144	1.06874031255999	1.00056442656335	2.60802506329854	3	3	1	1	7	1
5631	5653	1.44136007792089	1.32855861792711	2.33091080610006	0.631060950737447	0.657280486375824	1.31741769758673	0.605917019046201	0.698173950461521	0	1.74843014208251	3	3	1	4	7	1
5700	5657	1.01744659014185	1.75093284317721	1.68487343827595	2.62359192584229	1.04319667213404	1.00949810303161	0.993460408178075	1.67177643123866	2.02892999859572	1.97621927226602	3	3	1	1	7	1
5701	5657	0.867813744360105	2.54932305978215	2.43236685656867	2.11360017325478	1.5596283529555	0.974534855245095	0	0	0	2.1791599534262	1	4	5	4	7	7
5727	5657	0	0	0.939600289875295	2.39587161873164	0	0	0	0	0	1.53251843854083	2	2	5	5	4	8
5701	5663	0.793677443395698	2.64685223970002	0	0	1.89550170328438	1.55543379080001	0.833233247134542	0.899763440381267	1.5473510641196	0.737234727369297	3	1	3	4	3	2
5701	5673	1.3288349777768	1.38359917562711	1.93304245855323	2.87474041894347	1.79776069555402	0.843294819756574	0	0.844786414907392	2.21217015443528	1.26167262906097	3	3	1	4	3	7
5727	5673	1.08347468468057	0	0	0	0	2.43473998902878	0.838126055099742	1.51795689468716	1.00491435507983	0	2	4	3	6	1	2
5758	5705	0	0	2.73767323494229	0.898332066691573	0	0	0.905917757957187	0.933324728587568	1.61267765420401	0	2	1	5	5	4	4
5771	5712	2.43137973324765	0	0.883196129973405	0.896543245293872	0	0	1.02235113430745	1.61313278064342	0.9799589983264	1.56916526819311	1	1	3	4	3	6
5743	5717	0	0	0	2.59057931764747	0.930844939672945	0	1.95295255004473	0.929941515860884	0.822409640504454	0.884022908423268	2	4	5	2	1	3
5771	5717	0	0	0	2.73744409388639	0.905065673452213	0	2.10250913598164	0.923020504848549	1.61607520703242	0.894707226766061	2	4	5	2	1	3
